name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,logCPM,PValue,PAdj,FDR,falsePos,Sugar_1,Sugar_2,Blood_1,Blood_2
AAEL021103,14.8,13,16.5,0.791,-0.3,4.7,0.435133599114195,1,0.661,4584,14,12,18,15
AAEL011962,14.8,13,16.5,0.778,-0.4,4.7,0.435133599114195,1,0.661,4585,12,14,18,15
AAEL004351,27.2,25,29.5,0.846,-0.2,5.5,0.439693933652852,1,0.6678,4633,25,25,29,30
AAEL025718,21,19,23,0.832,-0.3,5.2,0.439900070772525,1,0.668,4635,16,22,23,23
AAEL007009,10.5,12,9,1.335,0.4,4.3,0.440898967850718,1,0.6691,4643,11,13,8,10
AAEL001719,10.5,9,12,0.771,-0.4,4.3,0.440898967850718,1,0.6691,4643,9,9,12,12
AAEL002159,10.5,9,12,0.763,-0.4,4.3,0.440898967850718,1,0.6691,4644,9,9,10,14
AAEL002106,10.8,9,12.5,0.76,-0.4,4.3,0.440898967850718,1,0.6691,4645,11,7,12,13
AAEL025344,10.5,9,12,0.753,-0.4,4.3,0.440898967850718,1,0.6691,4645,7,11,11,13
AAEL008032,6.5,7.5,5.5,1.47,0.6,3.8,0.44213270087511,1,0.6701,4653,7,8,6,5
AAEL001367,6.8,5.5,8,0.711,-0.5,3.8,0.44213270087511,1,0.6701,4654,5,6,8,8
AAEL007100,6.8,5.5,8,0.703,-0.5,3.8,0.44213270087511,1,0.6701,4655,6,5,8,8
AAEL000692,6.8,5.5,8,0.702,-0.5,3.7,0.44213270087511,1,0.6701,4655,6,5,7,9
AAEL006876,7,5.5,8.5,0.7,-0.5,3.8,0.44213270087511,1,0.6701,4656,6,5,10,7
AAEL010290,6.8,5.5,8,0.686,-0.5,3.8,0.44213270087511,1,0.6701,4657,6,5,8,8
AAEL007125,7,5.5,8.5,0.686,-0.5,3.8,0.44213270087511,1,0.6701,4657,5,6,6,11
AAEL010461,7,5.5,8.5,0.686,-0.5,3.8,0.44213270087511,1,0.6701,4658,5,6,8,9
AAEL014709,165,171.5,158.5,1.084,0.1,8,0.442161629711835,1,0.6701,4659,191,152,161,156
AAEL000584,61,57.5,64.5,0.891,-0.2,6.6,0.442343664167802,1,0.6703,4661,55,60,70,59
AAEL025380,15.2,17,13.5,1.278,0.4,4.8,0.442770589124615,1,0.6706,4663,16,18,13,14
AAEL019888,15.2,13.5,17,0.803,-0.3,4.8,0.442770589124615,1,0.6706,4664,14,13,17,17
AAEL014038,15.5,13.5,17.5,0.793,-0.3,4.8,0.442770589124615,1,0.6706,4664,12,15,17,18
AAEL007451,15.5,13.5,17.5,0.782,-0.4,4.8,0.442770589124615,1,0.6706,4665,16,11,15,20
AAEL006520,124.2,119,129.5,0.919,-0.1,7.6,0.443766366317549,1,0.672,4676,126,112,133,126
AAEL008738,433,446,420,1.062,0.1,9.4,0.447130993486745,1,0.677,4711,460,432,392,448
AAEL007022,43.8,41,46.5,0.876,-0.2,6.1,0.447584911396946,1,0.6776,4716,41,41,45,48
AAEL012382,54.8,51.5,58,0.882,-0.2,6.5,0.449877248883757,1,0.6787,4725,54,49,63,53
AAEL004668,44.2,41,47.5,0.874,-0.2,6.2,0.450196806422874,1,0.6787,4725,44,38,43,52
AAEL002306,35.5,38,33,1.159,0.2,5.9,0.450541307670607,1,0.6787,4726,37,39,33,33
AAEL006734,35.8,33,38.5,0.867,-0.2,5.9,0.450541307670607,1,0.6787,4727,32,34,35,42
AAEL012069,21.8,20,23.5,0.838,-0.3,5.2,0.450749672308768,1,0.6787,4727,18,22,24,23
AAEL009398,11,13,9,1.358,0.4,4.4,0.451484455656349,1,0.6787,4728,13,13,9,9
AAEL009351,10.8,12.5,9,1.343,0.4,4.4,0.451484455656349,1,0.6787,4729,11,14,9,9
AAEL005353,10.8,12,9.5,1.296,0.4,4.3,0.451484455656349,1,0.6787,4729,13,11,9,10
AAEL001008,11.2,10,12.5,0.774,-0.4,4.4,0.451484455656349,1,0.6787,4730,7,13,14,11
AAEL010090,11.5,10,13,0.77,-0.4,4.4,0.451484455656349,1,0.6787,4731,9,11,13,13
AAEL013220,11.2,9.5,13,0.764,-0.4,4.4,0.451484455656349,1,0.6787,4731,9,10,16,10
AAEL015298,11.2,9.5,13,0.751,-0.4,4.4,0.451484455656349,1,0.6787,4732,10,9,10,16
AAEL008899,11,9.5,12.5,0.745,-0.4,4.4,0.451484455656349,1,0.6787,4733,11,8,10,15
AAEL026000,1.8,2.5,1,3.007,1.6,2.5,0.453141987070558,1,0.6787,4733,3,2,1,1
AAEL012613,1.5,2.5,0.5,2.921,1.5,2.6,0.453141987070558,1,0.6787,4734,2,3,0,1
AAEL001320,1.8,2.5,1,2.904,1.5,2.6,0.453141987070558,1,0.6787,4735,2,3,1,1
AAEL006361,1.5,2.5,0.5,2.834,1.5,2.5,0.453141987070558,1,0.6787,4735,3,2,0,1
AAEL024490,1.5,2,1,2.802,1.5,2.5,0.453141987070558,1,0.6787,4736,2,2,1,1
AAEL025277,1.8,2.5,1,2.799,1.5,2.5,0.453141987070558,1,0.6787,4737,3,2,0,2
AAEL025347,1.8,2.5,1,2.799,1.5,2.5,0.453141987070558,1,0.6787,4737,3,2,0,2
AAEL014092,2,3,1,2.679,1.4,2.6,0.453141987070558,1,0.6787,4738,2,4,1,1
AAEL019761,2,3,1,2.643,1.4,2.6,0.453141987070558,1,0.6787,4739,3,3,1,1
AAEL025975,1.8,2.5,1,2.637,1.4,2.6,0.453141987070558,1,0.6787,4739,3,2,1,1
AAEL019641,1.8,2.5,1,2.493,1.3,2.5,0.453141987070558,1,0.6787,4740,2,3,1,1
AAEL026934,1.2,2,0.5,2.479,1.3,2.5,0.453141987070558,1,0.6787,4741,3,1,1,0
AAEL020809,1.8,2.5,1,2.476,1.3,2.6,0.453141987070558,1,0.6787,4741,2,3,1,1
AAEL020440,1.8,2.5,1,2.476,1.3,2.6,0.453141987070558,1,0.6787,4742,2,3,1,1
AAEL027257,1.8,2.5,1,2.416,1.3,2.6,0.453141987070558,1,0.6787,4743,3,2,1,1
AAEL012887,1.8,2.5,1,2.336,1.2,2.6,0.453141987070558,1,0.6787,4744,3,2,1,1
AAEL001899,1.8,2.5,1,2.33,1.2,2.6,0.453141987070558,1,0.6787,4744,3,2,0,2
AAEL022251,1.8,2.5,1,2.303,1.2,2.6,0.453141987070558,1,0.6787,4745,3,2,1,1
AAEL007626,1.8,2.5,1,2.281,1.2,2.6,0.453141987070558,1,0.6787,4746,2,3,1,1
AAEL008501,1.8,2.5,1,2.234,1.2,2.6,0.453141987070558,1,0.6787,4746,4,1,1,1
AAEL022720,1.8,2.5,1,2.2,1.1,2.6,0.453141987070558,1,0.6787,4747,3,2,1,1
AAEL005463,1.8,2.5,1,2.183,1.1,2.5,0.453141987070558,1,0.6787,4748,3,2,1,1
AAEL014343,2,2.5,1.5,2.144,1.1,2.5,0.453141987070558,1,0.6787,4748,3,2,1,2
AAEL019754,2,2.5,1.5,2.082,1.1,2.6,0.453141987070558,1,0.6787,4749,2,3,1,2
AAEL009421,2,2.5,1.5,2.036,1,2.6,0.453141987070558,1,0.6787,4750,1,4,1,2
AAEL026449,2,2.5,1.5,1.971,1,2.6,0.453141987070558,1,0.6787,4750,1,4,2,1
AAEL025079,1.8,2.5,1,1.954,1,2.6,0.453141987070558,1,0.6787,4751,3,2,2,0
AAEL021107,1.8,2.5,1,1.94,1,2.6,0.453141987070558,1,0.6787,4752,2,3,0,2
AAEL024588,1.8,2.5,1,1.94,1,2.6,0.453141987070558,1,0.6787,4752,2,3,1,1
AAEL019820,1.8,2.5,1,1.92,0.9,2.6,0.453141987070558,1,0.6787,4753,3,2,1,1
AAEL001364,1.8,1,2.5,0.566,-0.8,2.6,0.453141987070558,1,0.6787,4754,1,1,2,3
AAEL014880,1.8,1,2.5,0.553,-0.9,2.6,0.453141987070558,1,0.6787,4754,1,1,3,2
AAEL002244,2,1.5,2.5,0.547,-0.9,2.6,0.453141987070558,1,0.6787,4755,1,2,2,3
AAEL025032,1.8,1,2.5,0.532,-0.9,2.6,0.453141987070558,1,0.6787,4756,1,1,2,3
AAEL011240,1.8,1,2.5,0.524,-0.9,2.5,0.453141987070558,1,0.6787,4756,1,1,2,3
AAEL017799,1.8,1,2.5,0.524,-0.9,2.6,0.453141987070558,1,0.6787,4757,1,1,0,5
AAEL002672,1.8,1,2.5,0.509,-1,2.6,0.453141987070558,1,0.6787,4758,1,1,2,3
AAEL012693,2,1,3,0.495,-1,2.6,0.453141987070558,1,0.6787,4758,1,1,4,2
AAEL006137,1.8,1,2.5,0.491,-1,2.6,0.453141987070558,1,0.6787,4759,1,1,2,3
AAEL013056,1.8,1,2.5,0.48,-1.1,2.5,0.453141987070558,1,0.6787,4760,2,0,1,4
AAEL021022,1.8,1,2.5,0.477,-1.1,2.5,0.453141987070558,1,0.6787,4760,1,1,3,2
AAEL020446,1.8,1,2.5,0.47,-1.1,2.6,0.453141987070558,1,0.6787,4761,1,1,3,2
AAEL005956,2,1,3,0.468,-1.1,2.6,0.453141987070558,1,0.6787,4762,1,1,3,3
AAEL007716,2,1,3,0.467,-1.1,2.6,0.453141987070558,1,0.6787,4763,1,1,3,3
AAEL013296,1.8,1,2.5,0.466,-1.1,2.5,0.453141987070558,1,0.6787,4763,1,1,2,3
AAEL021171,2,1,3,0.449,-1.2,2.6,0.453141987070558,1,0.6787,4764,2,0,3,3
AAEL013993,1.8,1,2.5,0.439,-1.2,2.6,0.453141987070558,1,0.6787,4765,1,1,2,3
AAEL028108,2,1,3,0.433,-1.2,2.6,0.453141987070558,1,0.6787,4765,1,1,3,3
AAEL007595,1.8,1,2.5,0.43,-1.2,2.5,0.453141987070558,1,0.6787,4766,1,1,1,4
AAEL024811,1.5,1,2,0.425,-1.2,2.5,0.453141987070558,1,0.6787,4767,1,1,2,2
AAEL003869,1.8,1,2.5,0.375,-1.4,2.5,0.453141987070558,1,0.6787,4767,1,1,3,2
AAEL014051,1.5,0.5,2.5,0.374,-1.4,2.5,0.453141987070558,1,0.6787,4768,0,1,2,3
AAEL004947,1.8,1,2.5,0.359,-1.5,2.5,0.453141987070558,1,0.6787,4769,1,1,3,2
AAEL001459,1.8,1,2.5,0.356,-1.5,2.5,0.453141987070558,1,0.6787,4769,1,1,3,2
AAEL007993,1.8,0.5,3,0.353,-1.5,2.5,0.453141987070558,1,0.6787,4770,1,0,3,3
AAEL012782,1.8,1,2.5,0.332,-1.6,2.5,0.453141987070558,1,0.6787,4771,1,1,3,2
AAEL024337,4,5.5,2.5,1.883,0.9,3.3,0.454536244339716,1,0.6787,4771,5,6,3,2
AAEL024359,3.8,5,2.5,1.839,0.9,3.2,0.454536244339716,1,0.6787,4772,4,6,2,3
AAEL004383,4.2,5.5,3,1.808,0.9,3.3,0.454536244339716,1,0.6787,4773,4,7,3,3
AAEL014354,3.5,4.5,2.5,1.749,0.8,3.2,0.454536244339716,1,0.6787,4773,6,3,3,2
AAEL002538,3.8,5,2.5,1.732,0.8,3.3,0.454536244339716,1,0.6787,4774,5,5,3,2
AAEL004544,4,5,3,1.71,0.8,3.3,0.454536244339716,1,0.6787,4775,5,5,3,3
AAEL019859,4,5,3,1.706,0.8,3.2,0.454536244339716,1,0.6787,4775,5,5,2,4
AAEL026737,3.8,5,2.5,1.705,0.8,3.2,0.454536244339716,1,0.6787,4776,5,5,3,2
AAEL000440,4,5,3,1.688,0.8,3.2,0.454536244339716,1,0.6787,4777,5,5,3,3
AAEL027458,4,5,3,1.677,0.7,3.3,0.454536244339716,1,0.6787,4777,8,2,2,4
AAEL018149,4,5,3,1.634,0.7,3.2,0.454536244339716,1,0.6787,4778,5,5,3,3
AAEL009268,4.2,5.5,3,1.623,0.7,3.3,0.454536244339716,1,0.6787,4779,5,6,2,4
AAEL023680,4,4.5,3.5,1.528,0.6,3.2,0.454536244339716,1,0.6787,4779,5,4,4,3
AAEL006984,4.2,5,3.5,1.494,0.6,3.3,0.454536244339716,1,0.6787,4780,5,5,3,4
AAEL019678,4,3,5,0.67,-0.6,3.2,0.454536244339716,1,0.6787,4781,3,3,4,6
AAEL023646,4,3,5,0.65,-0.6,3.2,0.454536244339716,1,0.6787,4782,3,3,6,4
AAEL011897,4.2,3.5,5,0.647,-0.6,3.2,0.454536244339716,1,0.6787,4782,3,4,6,4
AAEL018195,4,3,5,0.641,-0.6,3.2,0.454536244339716,1,0.6787,4783,3,3,4,6
AAEL027623,4,3,5,0.638,-0.6,3.3,0.454536244339716,1,0.6787,4784,3,3,5,5
AAEL007711,4,3,5,0.636,-0.7,3.2,0.454536244339716,1,0.6787,4784,3,3,5,5
AAEL002341,4.5,3.5,5.5,0.628,-0.7,3.3,0.454536244339716,1,0.6787,4785,3,4,6,5
AAEL026443,4,3,5,0.616,-0.7,3.2,0.454536244339716,1,0.6787,4786,4,2,4,6
AAEL027264,4.2,3.5,5,0.616,-0.7,3.3,0.454536244339716,1,0.6787,4786,3,4,4,6
AAEL013617,4,3,5,0.609,-0.7,3.2,0.454536244339716,1,0.6787,4787,3,3,5,5
AAEL011612,4,3,5,0.595,-0.7,3.2,0.454536244339716,1,0.6787,4788,3,3,5,5
AAEL006603,4,3,5,0.589,-0.8,3.3,0.454536244339716,1,0.6787,4788,3,3,4,6
AAEL006228,4,3,5,0.588,-0.8,3.2,0.454536244339716,1,0.6787,4789,3,3,7,3
AAEL012955,22.5,24.5,20.5,1.194,0.3,5.3,0.455947027484789,1,0.6807,4804,28,21,24,17
AAEL017075,452.5,438.5,466.5,0.941,-0.1,9.5,0.456617378198573,1,0.6816,4811,464,413,439,494
AAEL013389,16.2,18,14.5,1.244,0.3,4.8,0.457172738621936,1,0.6822,4816,15,21,13,16
AAEL000091,16.5,14.5,18.5,0.806,-0.3,4.9,0.457172738621936,1,0.6822,4817,11,18,22,15
AAEL001647,45.8,43,48.5,0.887,-0.2,6.2,0.457819621081393,1,0.6822,4817,42,44,50,47
AAEL019925,7.2,8.5,6,1.483,0.6,3.9,0.458326368504168,1,0.6822,4818,10,7,5,7
AAEL000704,7,8,6,1.436,0.5,3.9,0.458326368504168,1,0.6822,4819,9,7,6,6
AAEL002512,7.2,8.5,6,1.432,0.5,3.9,0.458326368504168,1,0.6822,4819,7,10,5,7
AAEL029008,7,8,6,1.378,0.5,3.9,0.458326368504168,1,0.6822,4820,9,7,5,7
AAEL019528,7.2,8,6.5,1.325,0.4,3.9,0.458326368504168,1,0.6822,4821,8,8,7,6
AAEL019590,7.5,6.5,8.5,0.743,-0.4,3.9,0.458326368504168,1,0.6822,4821,6,7,9,8
AAEL010401,7.5,6.5,8.5,0.741,-0.4,3.9,0.458326368504168,1,0.6822,4822,7,6,8,9
AAEL006009,7.5,6.5,8.5,0.722,-0.5,3.9,0.458326368504168,1,0.6822,4823,8,5,8,9
AAEL021741,7.8,6.5,9,0.721,-0.5,3.9,0.458326368504168,1,0.6822,4823,7,6,10,8
AAEL015070,7.2,6,8.5,0.719,-0.5,3.9,0.458326368504168,1,0.6822,4824,5,7,9,8
AAEL000077,7.5,6,9,0.709,-0.5,3.9,0.458326368504168,1,0.6822,4825,4,8,8,10
AAEL000279,7.5,6,9,0.709,-0.5,3.9,0.458326368504168,1,0.6822,4826,8,4,8,10
AAEL011389,7.2,6,8.5,0.707,-0.5,3.9,0.458326368504168,1,0.6822,4826,6,6,10,7
AAEL007315,7.2,6,8.5,0.702,-0.5,3.8,0.458326368504168,1,0.6822,4827,6,6,9,8
AAEL002998,7.2,6,8.5,0.698,-0.5,3.8,0.458326368504168,1,0.6822,4828,6,6,8,9
AAEL005770,7.2,6,8.5,0.688,-0.5,3.8,0.458326368504168,1,0.6822,4828,4,8,10,7
AAEL002469,7.2,6,8.5,0.673,-0.6,3.9,0.458326368504168,1,0.6822,4829,6,6,8,9
AAEL003605,73.8,70,77.5,0.905,-0.1,6.9,0.458917308054601,1,0.683,4835,70,70,83,72
AAEL000179,27.5,25.5,29.5,0.862,-0.2,5.5,0.461303865339318,1,0.6861,4858,31,20,21,38
AAEL022506,11.5,13,10,1.291,0.4,4.4,0.461498430545919,1,0.6861,4858,15,11,10,10
AAEL013887,12,10.5,13.5,0.788,-0.3,4.4,0.461498430545919,1,0.6861,4859,11,10,13,14
AAEL003344,11.5,10,13,0.778,-0.4,4.4,0.461498430545919,1,0.6861,4860,12,8,14,12
AAEL004663,11.5,10,13,0.775,-0.4,4.4,0.461498430545919,1,0.6861,4860,11,9,13,13
AAEL013473,11.8,10,13.5,0.772,-0.4,4.4,0.461498430545919,1,0.6861,4861,10,10,14,13
AAEL010182,11.5,10,13,0.769,-0.4,4.4,0.461498430545919,1,0.6861,4862,10,10,15,11
AAEL008718,11.5,10,13,0.759,-0.4,4.4,0.461498430545919,1,0.6861,4862,9,11,14,12
AAEL023382,17,15,19,0.799,-0.3,4.9,0.463973156477835,1,0.6897,4888,14,16,15,23
AAEL007872,23.5,21.5,25.5,0.853,-0.2,5.3,0.465920354532077,1,0.6921,4906,24,19,23,28
AAEL008098,23.5,21.5,25.5,0.845,-0.2,5.3,0.465920354532077,1,0.6921,4907,23,20,27,24
AAEL011791,23.2,21.5,25,0.844,-0.2,5.3,0.465920354532077,1,0.6921,4907,20,23,24,26
AAEL009373,23.5,21.5,25.5,0.841,-0.2,5.3,0.465920354532077,1,0.6921,4908,23,20,23,28
AAEL005419,23.2,21,25.5,0.828,-0.3,5.3,0.465920354532077,1,0.6921,4909,20,22,22,29
AAEL012621,47.2,44.5,50,0.893,-0.2,6.3,0.465975021353729,1,0.6921,4910,44,45,47,53
AAEL009912,30.2,28,32.5,0.861,-0.2,5.7,0.467486450599198,1,0.6942,4925,32,24,30,35
AAEL001623,85.5,89.5,81.5,1.1,0.1,7.1,0.468533917763045,1,0.6957,4936,91,88,75,88
AAEL000967,17.8,19.5,16,1.219,0.3,4.9,0.47052759369187,1,0.6981,4954,18,21,16,16
AAEL012325,17.2,15.5,19,0.823,-0.3,4.9,0.47052759369187,1,0.6981,4955,14,17,20,18
AAEL012202,17.5,16,19,0.819,-0.3,4.9,0.47052759369187,1,0.6981,4956,15,17,23,15
AAEL001088,17.5,15.5,19.5,0.808,-0.3,4.9,0.47052759369187,1,0.6981,4957,17,14,18,21
AAEL012448,17.2,15.5,19,0.8,-0.3,4.9,0.47052759369187,1,0.6981,4957,15,16,16,22
AAEL020205,23.5,25.5,21.5,1.183,0.2,5.3,0.47070853576063,1,0.6981,4958,28,23,19,24
AAEL012023,23.5,21.5,25.5,0.855,-0.2,5.3,0.47070853576063,1,0.6981,4959,19,24,23,28
AAEL005678,23.5,21.5,25.5,0.851,-0.2,5.3,0.47070853576063,1,0.6981,4959,22,21,22,29
AAEL008138,12,13.5,10.5,1.294,0.4,4.5,0.47098979597266,1,0.6982,4961,13,14,10,11
AAEL024950,12,10.5,13.5,0.769,-0.4,4.5,0.47098979597266,1,0.6982,4962,10,11,13,14
AAEL019724,12.2,10.5,14,0.76,-0.4,4.5,0.47098979597266,1,0.6982,4962,10,11,14,14
AAEL000378,38.8,41.5,36,1.136,0.2,6,0.471644441910367,1,0.6991,4969,43,40,38,34
AAEL011941,8,9.5,6.5,1.428,0.5,4,0.473201248641379,1,0.7004,4979,10,9,8,5
AAEL025143,7.8,9,6.5,1.36,0.4,3.9,0.473201248641379,1,0.7004,4980,8,10,7,6
AAEL001245,7.8,6.5,9,0.754,-0.4,3.9,0.473201248641379,1,0.7004,4981,8,5,9,9
AAEL013870,8.2,7,9.5,0.752,-0.4,3.9,0.473201248641379,1,0.7004,4981,5,9,8,11
AAEL001874,8.2,7,9.5,0.737,-0.4,4,0.473201248641379,1,0.7004,4982,8,6,12,7
AAEL027933,8,7,9,0.73,-0.5,4,0.473201248641379,1,0.7004,4983,6,8,10,8
AAEL021977,7.8,6.5,9,0.724,-0.5,3.9,0.473201248641379,1,0.7004,4984,5,8,9,9
AAEL005554,8,6.5,9.5,0.721,-0.5,3.9,0.473201248641379,1,0.7004,4984,7,6,11,8
AAEL019531,8,6.5,9.5,0.717,-0.5,3.9,0.473201248641379,1,0.7004,4985,7,6,10,9
AAEL001565,8,6.5,9.5,0.705,-0.5,3.9,0.473201248641379,1,0.7004,4986,5,8,10,9
AAEL002148,39.8,42.5,37,1.14,0.2,6,0.474467981233434,1,0.7022,4999,40,45,40,34
AAEL004913,31.8,29.5,34,0.857,-0.2,5.7,0.474707891945348,1,0.7025,5002,30,29,27,41
AAEL008676,24.2,22,26.5,0.84,-0.3,5.4,0.475371939436676,1,0.7033,5009,18,26,25,28
AAEL004146,17.8,19.5,16,1.225,0.3,5,0.476850319141943,1,0.7051,5022,24,15,16,16
AAEL010892,18,16.5,19.5,0.831,-0.3,5,0.476850319141943,1,0.7051,5023,16,17,19,20
AAEL006717,18.2,16.5,20,0.822,-0.3,5,0.476850319141943,1,0.7051,5023,15,18,21,19
AAEL011187,18,16.5,19.5,0.821,-0.3,5,0.476850319141943,1,0.7051,5024,16,17,21,18
AAEL010826,182,175.5,188.5,0.93,-0.1,8.2,0.479116217159273,1,0.7084,5048,169,182,206,171
AAEL021147,12.2,14,10.5,1.285,0.4,4.5,0.480001892567857,1,0.7085,5049,13,15,12,9
AAEL002686,12.5,11,14,0.79,-0.3,4.5,0.480001892567857,1,0.7085,5050,10,12,14,14
AAEL006356,12.5,11,14,0.785,-0.3,4.5,0.480001892567857,1,0.7085,5051,11,11,12,16
AAEL011054,12.5,11,14,0.782,-0.4,4.5,0.480001892567857,1,0.7085,5051,12,10,11,17
AAEL000434,12.5,11,14,0.777,-0.4,4.5,0.480001892567857,1,0.7085,5052,9,13,14,14
AAEL023194,4,5,3,1.593,0.7,3.3,0.480723849964137,1,0.7085,5053,5,5,1,5
AAEL011009,4.8,5.5,4,1.572,0.7,3.4,0.480723849964137,1,0.7085,5054,6,5,3,5
AAEL007806,4.2,5,3.5,1.542,0.6,3.3,0.480723849964137,1,0.7085,5054,6,4,3,4
AAEL022406,4.5,5.5,3.5,1.476,0.6,3.4,0.480723849964137,1,0.7085,5055,5,6,2,5
AAEL011854,4.5,5.5,3.5,1.455,0.5,3.4,0.480723849964137,1,0.7085,5056,5,6,4,3
AAEL019764,4.8,4,5.5,0.695,-0.5,3.4,0.480723849964137,1,0.7085,5056,4,4,5,6
AAEL019404,4.5,4,5,0.692,-0.5,3.3,0.480723849964137,1,0.7085,5057,4,4,6,4
AAEL019677,4.5,3.5,5.5,0.683,-0.5,3.3,0.480723849964137,1,0.7085,5058,4,3,6,5
AAEL021790,4.5,3.5,5.5,0.677,-0.6,3.4,0.480723849964137,1,0.7085,5059,4,3,5,6
AAEL005708,4.5,3.5,5.5,0.659,-0.6,3.3,0.480723849964137,1,0.7085,5059,4,3,4,7
AAEL010492,4.5,3.5,5.5,0.657,-0.6,3.3,0.480723849964137,1,0.7085,5060,4,3,6,5
AAEL003238,4.5,3.5,5.5,0.645,-0.6,3.3,0.480723849964137,1,0.7085,5061,4,3,4,7
AAEL023057,4.5,3.5,5.5,0.645,-0.6,3.3,0.480723849964137,1,0.7085,5061,4,3,5,6
AAEL007310,4.8,3.5,6,0.639,-0.6,3.3,0.480723849964137,1,0.7085,5062,4,3,5,7
AAEL019472,4.5,3.5,5.5,0.635,-0.7,3.3,0.480723849964137,1,0.7085,5063,3,4,5,6
AAEL027350,4.8,3.5,6,0.617,-0.7,3.4,0.480723849964137,1,0.7085,5063,4,3,6,6
AAEL004817,4.8,3.5,6,0.602,-0.7,3.3,0.480723849964137,1,0.7085,5064,4,3,6,6
AAEL007442,4.8,3.5,6,0.599,-0.7,3.3,0.480723849964137,1,0.7085,5065,3,4,6,6
AAEL008605,18.5,17,20,0.836,-0.3,5,0.482954489606147,1,0.7117,5088,14,20,18,22
AAEL006862,25,27,23,1.176,0.2,5.4,0.484345115098132,1,0.7136,5103,26,28,25,21
AAEL005305,32.8,35,30.5,1.138,0.2,5.8,0.485016750368416,1,0.7145,5110,35,35,27,34
AAEL000861,8.2,9.5,7,1.291,0.4,4,0.486925238238652,1,0.7165,5125,10,9,6,8
AAEL010659,8.5,7,10,0.753,-0.4,4,0.486925238238652,1,0.7165,5126,6,8,7,13
AAEL006514,8.2,7,9.5,0.744,-0.4,4,0.486925238238652,1,0.7165,5127,7,7,10,9
AAEL003228,8.2,7,9.5,0.74,-0.4,4,0.486925238238652,1,0.7165,5127,8,6,10,9
AAEL010953,8.2,7,9.5,0.738,-0.4,4,0.486925238238652,1,0.7165,5128,7,7,9,10
AAEL004486,8.8,7.5,10,0.733,-0.4,4,0.486925238238652,1,0.7165,5129,8,7,8,12
AAEL007849,8.2,7,9.5,0.731,-0.5,4,0.486925238238652,1,0.7165,5130,7,7,13,6
AAEL013261,8.5,7,10,0.71,-0.5,4,0.486925238238652,1,0.7165,5130,10,4,8,12
AAEL005492,42.2,39.5,45,0.887,-0.2,6.1,0.487945753422631,1,0.7178,5140,41,38,46,44
AAEL010470,42.5,40,45,0.884,-0.2,6.1,0.487945753422631,1,0.7178,5141,40,40,37,53
AAEL004643,33.8,31.5,36,0.88,-0.2,5.8,0.488322219362662,1,0.7183,5145,27,36,33,39
AAEL007651,25.5,27.5,23.5,1.169,0.2,5.4,0.488664512061596,1,0.7186,5148,29,26,24,23
AAEL013116,25.8,24,27.5,0.857,-0.2,5.4,0.488664512061596,1,0.7186,5149,27,21,25,30
AAEL019987,19,17,21,0.835,-0.3,5,0.488852256295562,1,0.7187,5151,15,19,23,19
AAEL003735,34.2,32,36.5,0.878,-0.2,5.8,0.491565647152771,1,0.7225,5178,26,38,31,42
AAEL012018,34,31.5,36.5,0.87,-0.2,5.8,0.491565647152771,1,0.7225,5179,29,34,34,39
AAEL019685,26,24,28,0.86,-0.2,5.5,0.492878421684196,1,0.7231,5184,27,21,29,27
AAEL019488,26,24,28,0.858,-0.2,5.4,0.492878421684196,1,0.7231,5185,24,24,24,32
AAEL006668,26.2,24,28.5,0.843,-0.2,5.5,0.492878421684196,1,0.7231,5186,27,21,30,27
AAEL006333,43.2,45.5,41,1.122,0.2,6.2,0.493057590255135,1,0.7231,5186,47,44,39,43
AAEL000958,19.5,21,18,1.183,0.2,5.1,0.494554859538585,1,0.7231,5187,26,16,14,22
AAEL008334,19.2,17.5,21,0.835,-0.3,5.1,0.494554859538585,1,0.7231,5188,17,18,24,18
AAEL005531,19.2,17.5,21,0.83,-0.3,5,0.494554859538585,1,0.7231,5188,18,17,20,22
AAEL010513,44,41.5,46.5,0.888,-0.2,6.2,0.495557504304216,1,0.7231,5189,41,42,52,41
AAEL005165,427.5,438,417,1.05,0.1,9.4,0.495700120471211,1,0.7231,5190,440,436,414,420
AAEL002812,13.2,15,11.5,1.292,0.4,4.6,0.496738327455629,1,0.7231,5191,17,13,10,13
AAEL008379,14,12.5,15.5,0.809,-0.3,4.6,0.496738327455629,1,0.7231,5191,13,12,16,15
AAEL003075,13.8,12.5,15,0.799,-0.3,4.6,0.496738327455629,1,0.7231,5192,12,13,16,14
AAEL006488,13.8,12.5,15,0.798,-0.3,4.6,0.496738327455629,1,0.7231,5193,12,13,15,15
AAEL005528,50,47.5,52.5,0.902,-0.1,6.3,0.497940998342446,1,0.7231,5194,48,47,59,46
AAEL001176,50.8,48,53.5,0.897,-0.2,6.4,0.498505144097859,1,0.7231,5194,48,48,50,57
AAEL007502,8.8,10,7.5,1.34,0.4,4.1,0.499638117884189,1,0.7231,5195,9,11,7,8
AAEL007750,9,10,8,1.302,0.4,4.1,0.499638117884189,1,0.7231,5196,12,8,8,8
AAEL022732,9,10,8,1.28,0.4,4.1,0.499638117884189,1,0.7231,5196,11,9,8,8
AAEL003971,9,8,10,0.783,-0.4,4.1,0.499638117884189,1,0.7231,5197,8,8,8,12
